sentence,casual,math_word,effect-cause
一个保险机构的生存与发展，我觉得最重要的还在于它自身的服务的水平的高低，和它自身的信誉的高低。,0,,
从经济家来看，只要谁的服务水平高，谁的信用水平高，他的客户就会多。,0,,
所以如何提高自身的服务水平，如何来提高自己的信用能力，我想是每个保险机构应当关注的两大问题，而不应当在价格方面做过多的无谓的竞争，这可能是一个方面。,1,,{'保险机构提高服务水平:'客户会多',保险机构提高信用能力':'客户会多'}
至于说保险业的这种利润或者说保费的收入，怎么一个投向问题，各国都有不同的做法。,0,,
眼下我们国家都在鼓励保险资金怎么进入债券市场，进入资本市场的问题，这个政策已经很明确了，就是我们一方面，需要有保费的这种利润的来源，一方面也需要保费收入以后，怎么增值保值的问题。,0,,
眼下来看可以考虑就是既可以买国家的债券，也可以用来进入资本市场，应该说都是符合政策的，我们应当来鼓励。,0,,
就每个保险机构来说应该不一样，它有的时候可能判断不一样，决策也不一样，还是要因地制宜吧，因企业自己单位的自身的这种综合素质来决定。,0,,
第三，农民收入、城乡居民收入提高会不会带来通货膨胀，我想眼下来看在中国不存在通货膨胀的问题，而且我们制度性的通货膨胀应属于越来越剥弱，我们更多的可能是会存在一些偶发因素引发的一些通货膨胀，从眼下来看的话，需求不足依然是经济生活中间的主要的矛盾，所以在需求不足情况下，提高城乡居民的收入并不会带来通货膨胀，对此，我们不用过多的当心，倒是我们应当关心更多的无效的政府的投资或者投资领域的一些浪费，这一问题，目前可能比较注意了，消费方面的投入我想不会带来太大的问题。,1,所以,{'需求不足':'提高城乡居民的收入','提高城乡居民的收入':'不会带来通货膨胀'}
主：,0,,
这三个问题邱老师以很简短的而且很到位的这个分析给大家回答了，下面大家再准备一下，我这里有一个条子提出这样的一个问题，就是中央政府，把今年的经济增长的速度定在7%，实际上要实现这样一个目标很大程度上，这几年我们一直在运用的一个宏观政策，就是扩大内需。,1,,{'扩大内需':'实现经济增长的速度在7%'}
朱总理在今年的政府报告中也指出要注重旅游、住房、电信这方面的消费，培育新的消费热点。,0,,
今年上半年整个的国民经济使GDP实现了7.8%这个增速，那么在上半年当中这个消费的拉动作用，就是你刚才讲的这三方面的需求中消费拉动作用是否已经显现出来，拉动了多少，今年下半年，还会出现哪些新的消费热点。,0,,
邱：我们一方面要继续关注投资对经济的拉动，也应该更多的关注消费对经济的拉动，因为只有消费的持久的增长，投资的增长才会有保障。,1,因为,{'消费的持久增长':'投资的增长有保障'}
眼下来看我们应该，积极的培育消费热点，从你刚刚提的问题来看，我觉得今年上半年消费的贡献，在整个经济7.8%的增长中大致接近40%多，即有3个多百分点的贡献，通讯、汽车、住房、旅游在我们整个经济生活中的影响，应该说越来越明显，那么根据目前资料来换算的话，大致在整个消费中间20%左右的拉动力是来自于这新的消费热点推动。,0,,
主：,0,,
那么下半年呢？,0,,
邱：下半年从目前情况来看，我觉得房地产市场这方面还是有潜力可挖的，汽车的消费也仍然是有潜力可挖的，旅游还可以进一步的发展。,0,,
但眼下多的还是要怎么来扩大农村的消费，农村的消费，是我们整个国家目前消费最薄弱的一个环节，提升农民的消费能力，扩大农村市场的消费的能量，是进一步扩大消费的重要的一个途径。,1,~的一个途径,{'扩大农村的消费':'是进一步扩大消费的途径'}
主：,0,,
好的，下面我们还是交给现场的观众，有问题请举手。,0,,
观众：请教邱老师两个问题，一个是中国97年96年经济软着陆以后，GDP发展速度始终是八下七上，请教邱先生，未来的经济周期，我们处于一个什么样的水平，您对中国的经济周期走向是怎样看的？,0,,
第二个问题，我们现在提出国有经济退出部分竞争行业，大力发展非国有经济，现在就全国看，民营经济在整个GDP当中的贡献，当然包括外商投资企业，非国有这一块，整个的贡献是多少？,0,,
未来的走向应该占一个什么样的比例比较合适，谢谢。,0,,
主：,0,,
都是宏观经济。,0,,
邱：这个经济周期是客观存在的，我记得我在若干年前曾经评论过这个未来的经济发展的格局，是一个长周期，高平台，强调控，低波幅这样四个特点的周期。,0,,
眼下来看，这个特征也还没有完全改变，尽管经济有起有落，但是还不能说它就到了一个低点，也不是它到了一个高点。,0,,
现在七上八下在世界各个国家中都还是一个比较高的水平，那至于说整个经济目前存在一个什么阶段的话，我想用一句股市上的话，现在进入一种盘整阶段。,0,,
在一种相对高位上面来集蓄力量，怎么来进一步的，保持持久的发展阶段。,0,,
就是能不能够跳跃七，达到八以上，甚至是达到10%，我想可能还需要一定的时间，眼下还是在这个八左右，七以上增长的可能性更大一些，这第二个问题。,0,,
非常赞同你的观点，我们国家确实进入到新的阶段。,0,,
这阶段就是要进一步来深化，对我们的这个基本经济制度认识的一个新阶段。,0,,
大家知道十五大通过了决议，就是我们实行一个以公有制为主体，多种所有制经济共同发展这样一个基本经济制度，我们过去提出了很多看法，不是那么有效，我觉得我们应该是按照公平、公正、无歧视，按照世贸组织这样一个基本的要求来对待各种所有制经济的发展。,0,,
拿中国的经济发展来说，我个人是这样一种看法，我们既需要国有经济，但是我们更需要民营经济，国有经济之所以需要，因为我们在一些重大的领域里，在一些关键的领域需要国有经济来做支撑主导做保证，但就整个经济生活来说，未来中国经济发展，更多的是需要发挥民营经济的力量，民营经济，如果能够成为整个中国经济的非常重要的组成部分的话，也许中国经济，就真正进入了一个比较合理的发展的轨道。,1,如果-就,{'民营经济成为中国经济的重要的组成部分':'中国经济进入了比较合理的发展的轨道'}
今天的中国经济，前面在演说中我讲到，已经进入了一个消费者将起重要作用的阶段，那么消费者肯定是一个双重身份，第一他既是一个消费的力量，同时他也是一个另外一个力量，就是建设者，创业者，投资也是一种消费。,0,,
他对社会经济资源的消费，也是一种消费。,0,,
我们国家发展到今年，民众所拥有的资源已经是一个巨大的力量，到去年年底，全社会民间拥有的金融资产已经超过11万亿人民币，到今年上半年，又新成长了一万多亿，所以加在一起，中国目前民间的金融资产，已经超过12万亿，是一个非常巨大的力量。,0,,
我们如何把这些资源转变成高效的产出，可能是我们国家经济发展中，急需解决的一个重要的问题，需要按照中央已经定的一些方针，进一步的开放市场，进一步降低市场的门槛，进一步的改善投资环境，进一步健全对投资者利益的保护的法律、法规的体系，以此来促进民营资本的进一步的发展，是我们一个正确的选择，现在关键是贯彻好这样一个政策。,1,以此来促进,{'进一步开放市场,进一步降低市场的门槛,进一步改善投资环境,进一步健全法律、法规的体系':'民营资本的进一步发展'}
主：,0,,
是的，大连最近一段时间，也出台了鼓励各地县经济发展的32条政策，应该说现在从上到下都已经形成了一个支持和鼓励民营经济发展的大的态势，相信民营经济今后的发展会有一个更好的空间。,1,,{'形成了支持民营经济发展的态势':'民营经济的发展会有更好的空间'}
邱：从全国来看，哪一个地区经济发展的比较活跃，哪一个地区的社会问题、矛盾、压力比较小。,0,,
基本上是这三股经济力量起重要作用，第一是外资经济，第二是以上市公司为主的股份制经济，第三就是个体私营经济或民营经济，这三种经济形式的发展好坏，快慢，大小，决定着地区的经济和社会发展，哪些地区发展的好，哪些地区发展的快，这个地区的整个经济就持续的、活跃的、快速的发展，反之，这三股经济力量薄弱，这个地方的经济肯定是问题比较多，发展比较慢。,0,,
今天我们看沿海地区，之所以蓬蓬勃勃，无论广东，无论是福建，无论是浙江，无论是江苏，无论是上海，还是天津、北京，甚至我们内陆的一些中心城市，包括我们东北的主要城市，是吧，他们之所以成为中国经济增长比较快的一些地方，就是因为在这些方面，他们获得一种比较大的发展。,0,,
因此支撑着整个中国经济的发展。,0,,
当然，也有一些地方国有经济发展的比较好，他可能也能发展，但是就全国来说我们应该一方面是要进一步深化国有企业改革，按照公司制这种构想，建成现代的企业制度，同时放手放胆的发展各种其它经济类型的经济，以此来完善整个经济的所有制结构，促进经济的发展。,1,以此来,{'进一步深化国有企业改革':'建成现代的企业制度','建成现代的企业制度,发展其它类型的经济':'完善整个经济的所有制结构,促进经济的发展'}
主：,0,,
好的，实际上在整个发展的态势下，也有一些问题，实际上暴露的比较明显，今年以来的重特大的安全事故，比如说煤矿，交通运输，都出现了很多重大的事故，您认为这种事故是一种偶然的现象还是与我们当前这种经济生活深层次问题的暴露有关。,0,,
邱：,0,,
这个问题，如果从统计角度来考虑的话，如果我们历史的看，今年以来的经济、生产安全这方面的事故数量和死伤的人数实际上，不是增加的趋势，而是一种减少的趋势。,0,,
之所以大家感受比较深刻，或者影响比较大，主要是发生的时间比较集中，或者是说现在社会监督的力量加强，尤其是媒体监督的作用进一步的发挥。,1,之所以-主要是,{'是发生的时间集中':'大家感受深刻','是社会监督的力量加强':'大家感受深刻'}
过去同样发生了很多这种安全事故，只是没有把它揭露出来，没有把它暴光，现在集中暴光，所以大家感觉多了，这是一个需要解释的问题。,0,,
当然眼下确实安全事故的问题需要引起我们的重视，我觉得安全问题，关系人民的财产，关系人民的今后的生活，没有任何理由不给予重视，影响安全的问题，不是某个偶然的因素，有一个社会的发展中，怎么建立起全社会的对自己的行为承担责任的这样一种负责任的体制，无论是政府还是企业，还是个人，我认为现阶段，都要强化责任意识，对自己的行为勇于承担责任，安全问题绝对是政府的问题，但也是全社会每个经济主体的成员共同责任的问题，应该让全社会一起来重视，而绝不是说政府发发号召，政府官员做个检查就能够解决的。,0,,
应该让大家有自觉的意识，我觉得从长远来看，要进一步完善我们的法制，就是要通过法律的手段，通过经济的办法，对那些不注意安全或者违背安全规则，造成问题的人受到必要的惩罚，以此来带动全社会形成重视安全这样一个风尚。,1,以此来,{'通过法律的手段,通过经济的办法':'带动全社会重视安全'}
主：,0,,
实际上发展经验也告诉我们，当我们关注到一个问题的时候，离这个问题的解决也不远了，下面我们还继续把时间留给观众。,0,,
观众：,0,,
邱局长你好，我想请教你的问题是，对于当前，扩大内需这个总的战略方针来说，许多人认为农民消费是关键之所在，面对农业这个弱势，面对农村这个穷的状况，咱们如何启动这一消费领域，谢谢。,0,,
主：我也有一个问题，就是您刚才提到农民的问题，有人说世界上最大的减负运动是中国农民的减负。,0,,
邱：确实农民消费是扩大内需的一个重要环节。,0,,
农民收入低与其负担重有关系。,0,,
目前农民合理负担是上年纯收入的5%，这个5%如果财政不收的话，中国的整体经济会影响多少？,0,,
5%每年也就1000多亿，1000多亿是一个很大的数量，确实有助于帮助农民扩大消费和投资。,1,有助于,{'1000多亿是一个很大的数量':'帮助农民扩大消费和投资'}
但我想解决这个问题可能还不是仅仅在于这个方面。,0,,
解决农民负担是我们应当做的，现在农村税费体制的改革，就是为了解决这一问题，改革也正在进一步的推广和完善。,1,为了,{'解决农民负担':'农村税费体制的改革'}
我认为解决中国农民的问题，关键是要继续大力的推进中国的城市化进程，这可能是最终一个唯一的出路，只有减少农民数量，才能增加农民的收入，应当给予高度关注。,1,推进，只有-才能,{'大力推进中国的城市化进程':'解决中国农民的问题','大力推进中国的城市化进程':'减少农民数量','减少农民数量':'增加农民的收入'}
因为大家知道，在一个人均收入1000美元的国家，它的城市化水平应该是45%左右，而我们国家只有37.7%，比正常的合理的水平偏低近10个百分点。,1,因为,{'城市化水平比合理的水平偏低':'大力推进中国的城市化进程'}
由于过去政策的失误，发展战略失误导致了今天中国多了1亿多农民没有跳离农村成为市民，值得我们反醒一下。,1,导致,{'政策和发展战略的失误':'中国多了1亿多农民没有成为市民'}
我们应该进一步的来解放思想，采取各种措施，各种各样办法加快实现农民变成市民这样一个进程，我想加快这样的进程可能是最终解决农民问题的一个根本的途径。,1,~的根本途径,{'实现农民变成市民':'解决农民问题'}
当然，从我们国家情况来看，不可能一夜之间都让农民变为市民。,0,,
